index,time_s,temp_C,hum_pct,weight_g,flow_Lmin,lux,soil_pct,pwm3,pwm6
926,926.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
927,927.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
928,928.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
929,929.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
930,930.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
931,931.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
932,932.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
933,933.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
934,934.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
935,935.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
936,936.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
937,937.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
938,938.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
939,939.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
940,940.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
941,941.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
942,942.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
943,943.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
944,944.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
945,945.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
946,946.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
947,947.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
948,948.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
949,949.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
950,950.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
951,951.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
952,952.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
953,953.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
954,954.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
955,955.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
956,956.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
957,957.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
958,958.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
959,959.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
960,960.2,28.1,72.0,390.8,0.000,601.0,-999.0,0,0
961,961.2,28.1,72.0,390.8,0.000,601.0,-999.0,0,0
962,962.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
963,963.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
964,964.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
965,965.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
966,966.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
967,967.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
968,968.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
969,969.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
970,970.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
971,971.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
972,972.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
973,973.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
974,974.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
975,975.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
976,976.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
977,977.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
978,978.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
979,979.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
980,980.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
981,981.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
982,982.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
983,983.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
984,984.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
985,985.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
986,986.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
987,987.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
988,988.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
989,989.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
990,990.2,28.1,72.0,390.7,0.000,602.0,-999.0,0,0
991,991.2,28.1,72.0,390.7,0.000,602.0,-999.0,0,0
992,992.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
993,993.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
994,994.2,28.1,72.0,390.7,0.000,602.0,-999.0,0,0
995,995.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
996,996.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
997,997.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
998,998.2,28.1,72.0,390.7,0.000,602.0,-999.0,0,0
999,999.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1000,1000.2,28.1,72.0,390.8,0.000,601.0,-999.0,0,0
1001,1001.2,28.1,72.0,390.8,0.000,601.0,-999.0,0,0
1002,1002.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1003,1003.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1004,1004.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1005,1005.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1006,1006.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1007,1007.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1008,1008.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1009,1009.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1010,1010.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1011,1011.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1012,1012.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1013,1013.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1014,1014.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1015,1015.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1016,1016.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1017,1017.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1018,1018.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1019,1019.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1020,1020.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1021,1021.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1022,1022.2,28.1,72.0,390.5,0.000,601.0,-999.0,0,0
1023,1023.2,28.1,72.0,390.5,0.000,601.0,-999.0,0,0
1024,1024.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1025,1025.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1026,1026.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1027,1027.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1028,1028.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1029,1029.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1030,1030.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1031,1031.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1032,1032.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1033,1033.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1034,1034.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1035,1035.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1036,1036.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1037,1037.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1038,1038.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1039,1039.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1040,1040.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1041,1041.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1042,1042.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1043,1043.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1044,1044.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1045,1045.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1046,1046.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1047,1047.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1048,1048.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1049,1049.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1050,1050.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1051,1051.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1052,1052.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1053,1053.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1054,1054.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1055,1055.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1056,1056.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1057,1057.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1058,1058.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1059,1059.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1060,1060.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1061,1061.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1062,1062.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1063,1063.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1064,1064.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1065,1065.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1066,1066.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1067,1067.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1068,1068.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1069,1069.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1070,1070.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1071,1071.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1072,1072.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1073,1073.2,28.1,72.0,390.6,0.000,601.0,-999.0,0,0
1074,1074.2,28.1,72.0,390.5,0.000,602.0,-999.0,0,0
1075,1075.2,28.1,72.0,390.5,0.000,601.0,-999.0,0,0
1076,1076.2,28.1,72.0,390.7,0.000,601.0,-999.0,0,0
1077,1077.2,28.1,72.0,390.7,0.000,602.0,-999.0,0,0
1078,1078.2,28.1,72.0,390.4,0.000,602.0,-999.0,0,0
1079,1079.2,28.1,72.0,390.4,0.000,601.0,-999.0,0,0
1080,1080.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1081,1081.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1082,1082.2,28.1,72.0,390.7,0.000,602.0,-999.0,0,0
1083,1083.2,28.1,72.0,390.7,0.000,602.0,-999.0,0,0
1084,1084.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1085,1085.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1086,1086.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1087,1087.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1088,1088.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1089,1089.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1090,1090.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1091,1091.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1092,1092.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1093,1093.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1094,1094.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1095,1095.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1096,1096.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1097,1097.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1098,1098.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1099,1099.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1100,1100.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1101,1101.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1102,1102.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1103,1103.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1104,1104.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1105,1105.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1106,1106.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1107,1107.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1108,1108.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1109,1109.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1110,1110.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1111,1111.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1112,1112.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1113,1113.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1114,1114.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1115,1115.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1116,1116.2,28.1,72.0,390.7,0.000,602.0,-999.0,0,0
1117,1117.2,28.1,72.0,390.7,0.000,602.0,-999.0,0,0
1118,1118.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1119,1119.2,28.1,72.0,390.6,0.000,602.0,-999.0,0,0
1120,1120.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1121,1121.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1122,1122.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1123,1123.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1124,1124.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1125,1125.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1126,1126.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1127,1127.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1128,1128.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1129,1129.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1130,1130.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1131,1131.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1132,1132.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1133,1133.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1134,1134.2,28.1,72.0,390.5,0.000,603.0,-999.0,0,0
1135,1135.2,28.1,72.0,390.5,0.000,603.0,-999.0,0,0
1136,1136.2,28.1,72.0,390.5,0.000,603.0,-999.0,0,0
1137,1137.2,28.1,72.0,390.5,0.000,603.0,-999.0,0,0
1138,1138.2,28.1,72.0,390.5,0.000,603.0,-999.0,0,0
1139,1139.2,28.1,72.0,390.5,0.000,603.0,-999.0,0,0
1140,1140.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1141,1141.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1142,1142.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1143,1143.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1144,1144.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1145,1145.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1146,1146.2,28.1,72.0,390.6,0.000,603.0,-999.0,0,0
1147,1147.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1148,1148.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1149,1149.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1150,1150.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1151,1151.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1152,1152.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1153,1153.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1154,1154.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1155,1155.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1156,1156.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1157,1157.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1158,1158.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1159,1159.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1160,1160.2,28.1,72.0,390.4,0.000,604.0,-999.0,0,0
1161,1161.2,28.1,72.0,390.4,0.000,604.0,-999.0,0,0
1162,1162.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1163,1163.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1164,1164.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1165,1165.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1166,1166.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1167,1167.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1168,1168.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1169,1169.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1170,1170.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1171,1171.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1172,1172.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1173,1173.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1174,1174.2,28.1,72.0,390.5,0.000,605.0,-999.0,0,0
1175,1175.2,28.1,72.0,390.5,0.000,605.0,-999.0,0,0
1176,1176.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1177,1177.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1178,1178.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1179,1179.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1180,1180.2,28.1,72.0,390.5,0.000,605.0,-999.0,0,0
1181,1181.2,28.1,72.0,390.5,0.000,605.0,-999.0,0,0
1182,1182.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1183,1183.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1184,1184.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1185,1185.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1186,1186.2,28.1,72.0,390.5,0.000,605.0,-999.0,0,0
1187,1187.2,28.1,72.0,390.5,0.000,605.0,-999.0,0,0
1188,1188.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1189,1189.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1190,1190.2,28.1,72.0,390.5,0.000,605.0,-999.0,0,0
1191,1191.2,28.1,72.0,390.5,0.000,605.0,-999.0,0,0
1192,1192.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1193,1193.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1194,1194.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1195,1195.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1196,1196.2,28.1,72.0,390.5,0.000,605.0,-999.0,0,0
1197,1197.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1198,1198.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1199,1199.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1200,1200.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1201,1201.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1202,1202.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1203,1203.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1204,1204.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1205,1205.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1206,1206.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1207,1207.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1208,1208.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1209,1209.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1210,1210.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1211,1211.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1212,1212.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1213,1213.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1214,1214.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1215,1215.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1216,1216.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1217,1217.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1218,1218.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1219,1219.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1220,1220.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1221,1221.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1222,1222.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1223,1223.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1224,1224.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1225,1225.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1226,1226.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1227,1227.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1228,1228.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1229,1229.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1230,1230.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1231,1231.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1232,1232.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1233,1233.2,28.1,72.0,390.6,0.000,604.0,-999.0,0,0
1234,1234.2,28.1,72.0,390.5,0.000,605.0,-999.0,0,0
1235,1235.2,28.1,72.0,390.5,0.000,604.0,-999.0,0,0
1236,1236.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1237,1237.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1238,1238.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1239,1239.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1240,1240.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1241,1241.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1242,1242.2,28.1,72.0,390.7,0.000,605.0,-999.0,0,0
1243,1243.2,28.1,72.0,390.7,0.000,605.0,-999.0,0,0
1244,1244.2,28.1,72.0,390.5,0.000,605.0,-999.0,0,0
1245,1245.2,28.1,72.0,390.5,0.000,606.0,-999.0,0,0
1246,1246.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1247,1247.2,28.1,72.0,390.6,0.000,605.0,-999.0,0,0
1248,1248.2,28.1,72.0,390.5,0.000,606.0,-999.0,0,0
1249,1249.2,28.1,72.0,390.5,0.000,606.0,-999.0,0,0
1250,1250.2,28.1,72.0,390.5,0.000,606.0,-999.0,0,0
1251,1251.2,28.1,72.0,390.5,0.000,606.0,-999.0,0,0
1252,1252.2,28.1,72.0,390.5,0.000,606.0,-999.0,0,0
1253,1253.2,28.1,72.0,390.5,0.000,606.0,-999.0,0,0
1254,1254.2,28.1,72.0,390.6,0.000,606.0,-999.0,0,0
1255,1255.2,28.1,72.0,390.6,0.000,606.0,-999.0,0,0
1256,1256.2,28.1,72.0,390.5,0.000,606.0,-999.0,0,0
1257,1257.2,28.1,72.0,390.5,0.000,606.0,-999.0,0,0
1258,1258.2,28.1,72.0,390.5,0.000,606.0,-999.0,0,0
1259,1259.2,28.1,72.0,390.5,0.000,606.0,-999.0,0,0
1260,1260.2,28.1,72.0,390.6,0.000,606.0,-999.0,0,0
1261,1261.2,28.1,72.0,390.6,0.000,606.0,-999.0,0,0
1262,1262.2,28.1,72.0,390.6,0.000,608.0,-999.0,0,0
1263,1263.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1264,1264.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1265,1265.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1266,1266.2,28.1,72.0,390.6,0.000,606.0,-999.0,0,0
1267,1267.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1268,1268.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1269,1269.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1270,1270.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1271,1271.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1272,1272.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1273,1273.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1274,1274.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1275,1275.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1276,1276.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1277,1277.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1278,1278.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1279,1279.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1280,1280.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1281,1281.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1282,1282.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1283,1283.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1284,1284.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1285,1285.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1286,1286.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1287,1287.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1288,1288.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1289,1289.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1290,1290.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1291,1291.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1292,1292.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1293,1293.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1294,1294.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1295,1295.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1296,1296.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1297,1297.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1298,1298.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1299,1299.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1300,1300.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1301,1301.2,28.1,72.0,390.6,0.000,607.0,-999.0,0,0
1302,1302.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1303,1303.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1304,1304.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1305,1305.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
1306,1306.2,28.1,72.0,390.5,0.000,607.0,-999.0,0,0
